placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
223-222@5pb-kst-y7q,,Apple Retail Store,SG_BRAND_aa55d5b692887ce4ff82e8f98bd569ad,Apple Retail Store,Electronics and Appliance Stores,Electronics Stores,443142,44.947709,-93.298674,3018 Hennepin Ave,Minneapolis,MN,55408,US,+19522291460,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
228-222@5s8-cd5-mtv,,Chase,SG_BRAND_cd8e7918010a87cc619849e00265c9a6,Chase,Depository Credit Intermediation,Commercial Banking,522110,44.962911,-93.257945,1100 E Franklin Ave,Minneapolis,MN,55404,US,,,,2020-09-19,,2019-07-01,POLYGON
24t-222@5s8-cj5-m6k,zzy-222@5s8-cj5-m6k,Citi Trends,SG_BRAND_4c267c1630be9746,Citi Trends,Department Stores,Department Stores,452210,44.949695,-93.241986,2106 E Lake St,Minneapolis,MN,55407,US,+16127241092,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
225-225@5s8-cj9-435,,Saint Mary's Graduate Campus Bookstore,SG_BRAND_d1e609cfd201e1de,Barnes and Noble College,Book Stores and News Dealers,Book Stores,451211,44.956962,-93.265814,2500 Park Ave,Minneapolis,MN,55404,US,+16127285170,,,,,2021-05-24,POLYGON
223-222@5pb-kt6-nkf,,Enterprise Rent-A-Car,SG_BRAND_9f497514e036d97886867c3fe21baf6a,Enterprise Rent-A-Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,44.902894,-93.288843,5504 Lyndale Ave S,Minneapolis,MN,55419,US,+16128248088,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
22r-222@5s8-cd6-jsq,,MassMututal,SG_BRAND_0e2d1079fcd998e0,MassMututal,Insurance Carriers,Direct Life Insurance Carriers,524113,44.978336,-93.268641,100 S 5th St Ste 2300,Minneapolis,MN,55402,US,+16124929366,,,,,2020-11-09,POLYGON
zzw-224@5s8-cd6-7bk,,Massage Envy,SG_BRAND_0b62e14629148af1696b618f3c5dbd63,Massage Envy,Personal Care Services,Other Personal Care Services,812199,44.979279,-93.263149,321 Washington Ave S,Minneapolis,MN,55415,US,+16123323689,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cj9-gp9,,Pho Hoa,SG_BRAND_3a2eed544acf0611,Pho Hoa,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.95755,-93.278488,2450 Nicollet Ave,Minneapolis,MN,55404,US,+16128708000,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""22:00""]] }","Vietnamese Food,Counter Service,Lunch,Dinner",2021-08-25,,2019-07-01,POLYGON
zzw-228@5s8-cd6-fj9,226-222@5s8-cd6-fmk,Nordstrom Rack,SG_BRAND_f8828b5b30d5d492d1517b87aec09f96,Nordstrom Rack,Clothing Stores,Family Clothing Stores,448140,44.976632,-93.271949,80 S 8th St,Minneapolis,MN,55402,US,+17639993415,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-ckr-pqf,,Einstein Brothers,SG_BRAND_865a3b4c9e4f9d136714c4c6a5eded67,Einstein Brothers,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.966833,-93.241814,2211 Riverside Ave,Minneapolis,MN,55454,US,+16123596478,"{ ""Mon"": [[""7:30"", ""20:00""]], ""Tue"": [[""7:30"", ""20:00""]], ""Wed"": [[""7:30"", ""20:00""]], ""Thu"": [[""7:30"", ""20:00""]], ""Fri"": [[""7:30"", ""20:00""]], ""Sat"": [[""7:30"", ""15:00""]], ""Sun"": [] }","Counter Service,Lunch,Breakfast,Bagel Shop,Catering,Coffee Shop",,,2019-07-01,POLYGON
zzw-224@5pb-ksr-w8v,zzw-222@5pb-ksr-w8v,Ben & Jerry's,SG_BRAND_618343c29fedc43238864550bf2477a9,Ben & Jerry's,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.946919,-93.322355,3070 Excelsior Blvd,Minneapolis,MN,55416,US,+16129279900,"{ ""Mon"": [[""12:00"", ""22:00""]], ""Tue"": [[""12:00"", ""22:00""]], ""Wed"": [[""12:00"", ""22:00""]], ""Thu"": [[""12:00"", ""22:00""]], ""Fri"": [[""12:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""12:00"", ""22:00""]] }","Snacks,Counter Service,Ice Cream Shop,Catering,Dessert",,,2019-07-01,POLYGON
228-222@5s8-ckr-hkf,,Courtyard Minneapolis Downtown,SG_BRAND_2c2bf4588dcd1ba4c4fded5ddab543f4,Courtyard by Marriott,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,44.973635,-93.247343,1500 Washington Ave S,Minneapolis,MN,55454,US,+16123334646,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
226-223@5s8-cks-2ff,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.973322,-93.229133,630 Washington Ave SE,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",,,,2021-02-02,POLYGON
227-222@5pb-kst-yjv,,Ace Hardware,SG_BRAND_0042ddcf1dfda78309cac2609a8e56e0,Ace Hardware,Building Material and Supplies Dealers,Hardware Stores,444130,44.952633,-93.297727,2737 Hennepin Ave,Minneapolis,MN,55408,US,+16122380196,"{ ""Mon"": [[""7:30"", ""21:00""]], ""Tue"": [[""7:30"", ""21:00""]], ""Wed"": [[""7:30"", ""21:00""]], ""Thu"": [[""7:30"", ""21:00""]], ""Fri"": [[""7:30"", ""21:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
zzw-22b@5s8-cd6-hwk,,Impark,SG_BRAND_11feca234029d8c9,Impark,Other Personal Services,Parking Lots and Garages,812930,44.974341,-93.271136,112 S 8th St,Minneapolis,MN,55402,US,,,,,,,POLYGON
22b-226@5s8-cd4-v4v,,DHL,SG_BRAND_53c6f3cca240d98b5e648d93115a2426,DHL,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,44.987524,-93.277256,701 Washington Ave N Ste 111,Minneapolis,MN,55401,US,,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2020-12-16,POLYGON
zzw-22n@5pb-kst-vzz,,Salons by JC,SG_BRAND_32df5a08f2b467d0,Salons by JC,Personal Care Services,Beauty Salons,812112,44.947828,-93.298577,3014 Hennepin Ave,Minneapolis,MN,55408,US,+16122930336,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
222-223@5s8-cd6-hyv,222-224@5s8-cd6-hyv,MinuteClinic,SG_BRAND_7addbb50380d485c29258638e50c38ac,MinuteClinic,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.97497,-93.274439,900 Nicollet Mall,Minneapolis,MN,55403,US,+16123385215,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""13:30""]], ""Wed"": [[""8:00"", ""13:30""]], ""Thu"": [[""8:00"", ""13:30""]], ""Fri"": [[""8:00"", ""13:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
222-223@5s8-chz-mff,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.920448,-93.21862,4547 Hiawatha Ave,Minneapolis,MN,55406,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
228-222@5s8-chz-2ff,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,44.909492,-93.22246,5139 34th Ave S,Minneapolis,MN,55417,US,+16123494743,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""15:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cfx-ct9,,Keystone Automotive,SG_BRAND_724372e7b3577ade20cda04ee7f1a888,Keystone Automotive,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,45.033804,-93.27703,3621 Marshall St NE,Minneapolis,MN,55418,US,,,,,,2019-07-01,POLYGON
225-223@5s8-chz-qs5,,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,Dairy Queen,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.917226,-93.213886,4740 Minnehaha Ave,Minneapolis,MN,55406,US,+16127215400,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Counter Service,Ice Cream Shop,Lunch,Fast Food,Drive Through,Dinner,Burgers",,,2019-07-01,POLYGON
zzw-223@5pb-ksz-fs5,,CrossFit,SG_BRAND_ae6abf1aa02c01cfe560b9315db66b07,CrossFit,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.893955,-93.284442,383 W 60th St,Minneapolis,MN,55419,US,+16122268720,"{ ""Mon"": [[""5:30"", ""19:30""]], ""Tue"": [[""5:30"", ""20:30""]], ""Wed"": [[""5:30"", ""19:30""]], ""Thu"": [[""5:30"", ""20:30""]], ""Fri"": [[""5:30"", ""18:30""]], ""Sat"": [[""7:00"", ""10:00""]], ""Sun"": [[""7:00"", ""9:00""]] }",,,,2019-07-01,POLYGON
225-223@5s8-cj4-jsq,,Speedway,SG_BRAND_93b3d23529ebed78cdf4bfe2e58f1979,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.916563,-93.247808,4740 Cedar Ave S,Minneapolis,MN,55407,US,+16127243388,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
226-222@5pb-ksr-5cq,,Chuck & Don's Pet Food Outlet,SG_BRAND_b2987293da161bcc73bdd31a98d3e85b,Chuck & Don's Pet Food Outlet,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,44.911228,-93.328692,5045 France Ave S,Minneapolis,MN,55410,US,+16128144160,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
zzw-223@5s8-cj3-jvz,,Castrol Premium Lube Express,SG_BRAND_2162647748ee0782b2017f0e049fc9fe,Castrol Premium Lube Express,Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,811191,44.93787,-93.28866,3544 Lyndale Ave S,Minneapolis,MN,55408,US,,,,,,2019-07-01,POLYGON
zzy-223@5s8-cd4-w8v,,Floyd's 99 Barbershop,SG_BRAND_d1a42ed2a65575165bc7ed8047f37952,Floyd's 99 Barbershop,Personal Care Services,Barber Shops,812111,44.986164,-93.27416,424 N. Washington Ave. None,Minneapolis,MN,55401,US,+16122165080,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
22f-222@5s8-cd5-ht9,,Unbank Company,SG_BRAND_799b7d0e980c62c6,Unbank Company,Nondepository Credit Intermediation,Consumer Lending,522291,44.96254,-93.259336,1009 E Franklin Ave,Minneapolis,MN,55404,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
zzy-222@5s8-chz-m49,,iStorage,SG_BRAND_a6aa48d93d9fbe31,iStorage,Warehousing and Storage,General Warehousing and Storage,493110,44.923807,-93.220965,4325 Hiawatha Ave Minneapolis,Minneapolis,MN,55406,US,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
229-222@5s8-cd8-n5z,,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.957769,-93.294844,2441 Hennepin Ave,Minneapolis,MN,55405,US,+16123743030,"{ ""Mon"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]] }","Counter Service,Pizza,Sandwich Shop,Lunch,Dinner",,,2019-07-01,POLYGON
zzw-223@5s8-cd6-fmk,,AAA,SG_BRAND_b1d21ba5beb3e781,AAA,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.975636,-93.270973,733 Marquette Ave,Minneapolis,MN,55402,US,+16123388432,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzy-228@5s8-cd6-fmk,226-222@5s8-cd6-fmk,The Northern Trust Company,SG_BRAND_7e5adfbeb7e5ce19,The Northern Trust Company,Depository Credit Intermediation,Commercial Banking,522110,44.9762,-93.271926,80 South Eighth Street 1600 Ids Center,Minneapolis,MN,55402,US,,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""14:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [[""10:00"", ""14:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-222@5pb-kt8-kmk,,Goodwill Industries,SG_BRAND_4ca6f6678c8c72c48310ae8b261c9b6e,Goodwill Industries,Used Merchandise Stores,Used Merchandise Stores,453310,44.89344,-93.277783,6023 Nicollet Ave,Minneapolis,MN,55419,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
225-223@5s8-cj6-hwk,,Holiday Station,SG_BRAND_1e46ae654a5319f15f003146f644c7eb,Holiday Station,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.963053,-93.242061,2124 E Franklin Ave,Minneapolis,MN,55404,US,,,,,,2019-07-01,POLYGON
222-224@5s8-cd6-hnq,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.973954,-93.275486,1000 Nicollet Mall,Minneapolis,MN,55403,US,+16127617291,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",2021-07-19,,2021-03-08,POLYGON
zzw-223@5s8-cdd-92k,,Wells Fargo,SG_BRAND_d8326a9cc6413b12d8df3c617490e882,Wells Fargo,Depository Credit Intermediation,Commercial Banking,522110,44.989065,-93.253935,425 E Hennepin Ave,Minneapolis,MN,55414,US,,,,,,2019-07-01,POLYGON
223-222@5s8-cfx-ty9,,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,45.036434,-93.288396,4435 Lyndale Ave N,Minneapolis,MN,55412,US,+16125211200,,"Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
zzw-222@5s8-cj5-9mk,zzw-223@5s8-cj5-jvz,Sally Beauty Supply,SG_BRAND_57bdb072ef4ee4c0fcd12ab460b8466f,Sally Beauty Supply,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,44.951536,-93.237523,2740 Minnehaha Ave Ste 120,Minneapolis,MN,55406,US,+16127222071,,,,,2019-07-01,POLYGON
229-222@5s8-cj5-kcq,,ACE Cash Express,SG_BRAND_1f80a87e178e0d5e04c8217210b2b9cb,ACE Cash Express,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.948196,-93.233031,2701 E Lake St,Minneapolis,MN,55406,US,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",,,,2020-05-26,POLYGON
224-224@5s8-ckr-54v,,Erbert & Gerbert's,SG_BRAND_a1dce3387cad75f7701366fe0b86f2f4,Erbert & Gerbert's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.972917,-93.235149,300 Washington Ave SE,Minneapolis,MN,55455,US,,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","Counter Service,Salad,Sandwich Shop,Lunch,Fast Food,Catering,Dinner",,,2019-07-01,POLYGON
226-222@5s8-cd6-gtv,,Crave America,SG_BRAND_25d3f576e0ebef6d,Crave America,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.976459,-93.276502,825 Hennepin Ave,Minneapolis,MN,55402,US,+16123321133,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""16:00"", ""22:00""]], ""Thu"": [[""16:00"", ""22:00""]], ""Fri"": [[""16:00"", ""22:00""]], ""Sat"": [[""17:30"", ""22:00""]], ""Sun"": [[""17:30"", ""23:00""]] }","Japanese Food,Lunch,American Food,Casual Dining,Sushi,Dinner",,,2019-07-01,POLYGON
zzw-222@5pb-kst-5vf,,Dunn Bros Coffee,SG_BRAND_3f619fd7096d635d480ec114e08a1b20,Dunn Bros Coffee,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.941477,-93.298619,3348 Hennepin Ave,Minneapolis,MN,55408,US,+16128223292,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""6:00"", ""18:00""]] }","Snacks,Counter Service,Sandwich Shop,Breakfast,Dessert,Coffee Shop",,,2019-07-01,POLYGON
22d-222@5s8-cd6-hyv,,Great Clips,SG_BRAND_2455d18c3dd9107af26c64a7f7248edd,Great Clips,Personal Care Services,Beauty Salons,812112,44.97474,-93.274631,950 Nicollet Mall Ste 210,Minneapolis,MN,55403,US,+16126591220,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""], [""11:00"", ""16:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
227-222@5s8-cj8-2c5,,TCF Bank,SG_BRAND_27501713cae44c7a12ea7b766781676a,TCF Bank,Depository Credit Intermediation,Commercial Banking,522110,44.94884,-93.226135,3118 E Lake St,Minneapolis,MN,55406,US,,,,,,2019-07-01,POLYGON
228-222@5s8-cj9-6kz,,U.S. Bank,SG_BRAND_115e6cd3ceacb40f8be99ae3d3f62649,U.S. Bank,Depository Credit Intermediation,Commercial Banking,522110,44.948123,-93.260426,919 E Lake St,Minneapolis,MN,55407,US,,,,,,2021-01-11,POLYGON
227-222@5s8-ckr-5vf,,Chatime,SG_BRAND_61caae066a07e26d,Chatime,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.980243,-93.236249,321 14th Ave SE,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""23:00""]] }","Snacks,Drinks,Counter Service,Bubble Tea Shop,Breakfast",,,2019-07-01,POLYGON
227-222@5s8-cj8-whq,,O'Reilly Auto Parts,SG_BRAND_8e5762f2bca5e0a62ef5da4b78de3ed5,O'Reilly Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,44.938502,-93.278579,3536 Nicollet Ave,Minneapolis,MN,55408,US,+16128244573,,,,,,POLYGON
zzy-222@5s8-cjd-ffz,zzw-222@5s8-cjc-mkz,Aveda,SG_BRAND_8acb9465e5dff7534577e5d44c27d773,Aveda,Technical and Trade Schools,Cosmetology and Barber Schools,611511,44.884925,-93.213112,4300 Glumack Dr Across From Checkpoints 2 And 3 Mi,Minneapolis,MN,55111,US,,,,,,,POLYGON
zzy-227@5pb-ksr-tjv,,Allina Health,SG_BRAND_2b42b6e3326b00bf,Allina Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.948924,-93.321773,3270 W Lake St Greenway Lakes Commons,Minneapolis,MN,55416,US,,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,2021-06-24,,2021-05-22,POLYGON
222-222@5s8-cj5-gzf,,Public Storage,SG_BRAND_1a2e7806afb9c1c7d60fd00219204dde,Public Storage,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,44.943919,-93.234647,3245 Hiawatha Ave,Minneapolis,MN,55406,US,+16123996996,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""9:30"", ""17:00""]], ""Sun"": [[""9:30"", ""17:00""]] }",,,,2019-07-01,POLYGON
zzw-225@5s8-ckr-rkz,,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,44.970366,-93.246979,327 Cedar Ave S # 1,Minneapolis,MN,55454,US,+16128863047,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,2020-08-15,,2020-06-03,POLYGON
