placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
229-224@5s8-cks-2ff,,Roti Mediterranean Grill,SG_BRAND_c64cd055bf1f95765d2d17c7290548c0,Roti Mediterranean Grill,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.97352,-93.229491,614 Washington Ave SE,Minneapolis,MN,55414,US,,,"Counter Service,Salad,Sandwich Shop,Lunch,Mediterranean Food,Healthy Food,Vegetarian Food,Catering,Dinner",2021-08-30,,2019-07-01,POLYGON
223-222@5s8-cdc-vs5,,Pure Barre,SG_BRAND_5c009b6db1eacf4a65d273d0f19b3c73,Pure Barre,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.981015,-93.262688,300 S 2nd St Ste 2,Minneapolis,MN,55401,US,+16125138338,"{ ""Mon"": [[""16:30"", ""19:30""]], ""Tue"": [[""16:30"", ""19:30""]], ""Wed"": [[""16:30"", ""19:30""]], ""Thu"": [[""16:30"", ""20:00""]], ""Fri"": [[""16:30"", ""18:30""]], ""Sat"": [[""8:30"", ""11:00""]], ""Sun"": [[""16:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-cd3-vfz,,US Storage Centers,SG_BRAND_27b447176c6d35cd,US Storage Centers,Warehousing and Storage,General Warehousing and Storage,493110,44.982591,-93.286043,434 Lakeside Ave,Minneapolis,MN,55405,US,,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-224@5s8-ckz-5mk,224-222@5s8-ckz-8sq,The Home Depot,SG_BRAND_8cebb51fb05f1bf005e53bfec08d6c10,The Home Depot,Building Material and Supplies Dealers,Hardware Stores,444130,45.005338,-93.234539,1520 New Brighton Blvd,Minneapolis,MN,55413,US,,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""8:00"", ""19:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-cd6-389,,Einstein Brothers,SG_BRAND_865a3b4c9e4f9d136714c4c6a5eded67,Einstein Brothers,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.976787,-93.261835,550 S 4th St,Minneapolis,MN,55415,US,,,"Counter Service,Lunch,Breakfast,Bagel Shop,Catering,Coffee Shop",2020-02-05,,2019-12-11,POLYGON
22j-222@5s8-cd9-9zz,,Honest 1 Auto Care,SG_BRAND_7ead35272bb8c49845dcb32e8a5365b3,Honest 1 Auto Care,Automotive Repair and Maintenance,General Automotive Repair,811111,44.960268,-93.287561,2217 Lyndale Ave S,Minneapolis,MN,55405,US,+16122555957,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
22k-223@5s8-cj8-ty9,,Speedway,SG_BRAND_93b3d23529ebed78cdf4bfe2e58f1979,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.93981,-93.277495,3453 Nicollet Ave,Minneapolis,MN,55408,US,+16128226828,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
223-222@5s8-cd5-w8v,,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.962504,-93.271292,325 E Franklin Ave,Minneapolis,MN,55404,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
229-222@5s8-cdb-cdv,zzw-224@5s8-cdb-cdv,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.999816,-93.292365,916 W Broadway Ave,Minneapolis,MN,55411,US,+16125218504,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
224-222@5s8-cdb-2x5,,Holiday Station,SG_BRAND_1e46ae654a5319f15f003146f644c7eb,Holiday Station,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.995823,-93.28107,1624 Washington Ave N,Minneapolis,MN,55411,US,+16125290521,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-ckv-h3q,,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,45.001618,-93.211232,1251 Industrial Blvd NE,Minneapolis,MN,55413,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
225-222@5s8-cdb-gkz,,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.998753,-93.284674,421 W Broadway Ave,Minneapolis,MN,55411,US,,"{ ""Mon"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
22k-222@5pb-kt6-kmk,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.906031,-93.287905,5317 Lyndale Ave S,Minneapolis,MN,55419,US,+16128244877,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
zzy-22b@5s8-cd6-fs5,226-222@5s8-cd6-fpv,Potbelly Sandwich Works,SG_BRAND_14223a0f5c0343028b9744ebb74e584d,Potbelly Sandwich Works,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.976131,-93.272497,210 Ids Center 80 8th S 210 Ids Center,Minneapolis,MN,55402,US,+16123321144,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""11:00"", ""15:00""]], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Catering,Dinner",2019-12-17,,2019-11-26,POLYGON
225-222@5s8-cd5-f75,,Caliber Collision,SG_BRAND_5a93a9db89d23d490c0a4bef6744e1e2,Caliber Collision,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,44.9729,-93.263475,619 S 7th St,Minneapolis,MN,55415,US,,,,,,,POLYGON
zzw-22y@5s8-cd6-fvf,zzw-22j@5s8-cd6-fvf,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.978567,-93.271143,520 Nicollet Mall Ste 105,Minneapolis,MN,55402,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,2021-07-17,,2021-02-02,POLYGON
zzw-222@5s8-cj5-cwk,,Graybar Minneapolis,SG_BRAND_e2060e5241bf08e47e00f199e1bee668,Graybar,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,423690,44.957625,-93.239201,2300 E 25th St,Minneapolis,MN,55406,US,+16127283500,"{ ""Mon"": [[""6:30"", ""17:00""]], ""Tue"": [[""6:30"", ""17:00""]], ""Wed"": [[""6:30"", ""17:00""]], ""Thu"": [[""6:30"", ""17:00""]], ""Fri"": [[""6:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2020-12-08,POLYGON
zzy-223@5s8-cd6-hyv,224-222@5s8-cd6-h89,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,Dairy Queen,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.975309,-93.273882,Us Bancorp Bldg,Minneapolis,MN,55402,US,,,"Counter Service,Ice Cream Shop,Lunch,Fast Food,Drive Through,Dinner,Burgers",,,2019-11-11,POLYGON
zzy-222@5s8-cd6-6hq,22g-223@5s8-cd6-3h5,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.977225,-93.258089,713 Washington Ave S,Minneapolis,MN,55415,US,+16123832274,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07-01,POLYGON
zzy-222@5s8-cdb-2ff,,Wow Bao,SG_BRAND_7fe15362d784cf7f7671b75671ebc66b,Wow Bao,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.998861,-93.280969,217 W Broadway Ave,Minneapolis,MN,55411,US,,,"Snacks,Counter Service,Chinese Food,Asian Food,Lunch,Fast Food,Breakfast,Catering,Dessert,Dinner",,,2021-05-10,POLYGON
22g-222@5s8-cd6-h89,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,44.976013,-93.274628,811 Lasalle Ave Ste 100,Minneapolis,MN,55402,US,+16123395105,"{ ""Mon"": [[""6:30"", ""17:30""]], ""Tue"": [[""6:30"", ""17:30""]], ""Wed"": [[""6:30"", ""17:30""]], ""Thu"": [[""6:30"", ""17:30""]], ""Fri"": [[""6:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
225-222@5s8-ckt-rzf,,Anytime Fitness,SG_BRAND_6daa255524fe5ac244c3bed9cfbde479,Anytime Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.971654,-93.21815,2718 University Ave SE,Minneapolis,MN,55414,US,+16124554100,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-cd6-kfz,222-225@5s8-cd6-kfz,Lifetime Fitness,SG_BRAND_e992d80ce4aa56283b26fea4004c5486,Lifetime Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.979582,-93.276115,600 1st Ave N,Minneapolis,MN,55403,US,,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""6:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
22m-223@5s8-cd9-99f,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.961772,-93.288424,2100 Lyndale Ave S,Minneapolis,MN,55405,US,,"{ ""Mon"": [[""8:30"", ""18:00""]], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""8:30"", ""18:00""]], ""Sun"": [[""8:30"", ""18:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-ckn-q2k,,Fresh Thyme,SG_BRAND_ef791ff7fd09ccf82d160311909beb1d,Fresh Thyme,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,44.971045,-93.214007,24 30th Ave SE,Minneapolis,MN,55414,US,+16518460908,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }",,,,2019-07-01,POLYGON
229-223@5s8-cj8-b49,,Community Financial Services Center (CFSC),SG_BRAND_15c6755c5265c436,Community Financial Services Center (CFSC),Depository Credit Intermediation,Commercial Banking,522110,44.948589,-93.276158,108 E Lake St,Minneapolis,MN,55408,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""0:00"", ""23:59""]], ""Thu"": [[""0:00"", ""23:59""]], ""Fri"": [[""0:00"", ""23:59""]], ""Sat"": [[""0:00"", ""23:59""]], ""Sun"": [[""0:00"", ""17:00""]] }",,,,2020-08-14,POLYGON
226-222@5s8-cky-n5z,,Radiator,SG_BRAND_5a8248d0f7dbf7d9,Radiator,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,423140,44.988384,-93.240805,810 9th St SE,Minneapolis,MN,55414,US,,,,,,2019-07-01,POLYGON
zzw-222@5s8-chz-vj9,,Snap Fitness,SG_BRAND_7b6fd04f8e20421fe7f99023471c7f8d,Snap Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.919884,-93.216953,3810 E 46th St,Minneapolis,MN,55406,US,,,,2020-09-14,,2019-07-01,POLYGON
227-223@5pb-kt6-qfz,,Re Max Advantage Plus,SG_BRAND_1ba9b5716a0d223ef444be8cdd83f5c1,REMAX,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,44.906246,-93.288014,5309 Lyndale Ave S Ste 201,Minneapolis,MN,55419,US,,,,,,,POLYGON
22h-222@5s8-cj8-p7q,,Speedway,SG_BRAND_93b3d23529ebed78cdf4bfe2e58f1979,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.948086,-93.289743,801 W Lake St,Minneapolis,MN,55408,US,+16128236046,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
222-229@5s8-cjh-7h5,222-227@5s8-cjh-7h5,Marathon,SG_BRAND_faaaac9cb18c500a97c03eec92d6b8fc,Marathon,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.87414,-93.227823,7150 Humphrey Dr,Minneapolis,MN,55450,US,,,,,,,POLYGON
zzw-227@5s8-cd8-mx5,,New Horizon Academy,SG_BRAND_d10d1ea2eaa3078cd700d9e4bf0851e3,New Horizon Academy,Child Day Care Services,Child Day Care Services,624410,44.95807,-93.2946,2431 Hennepin Ave,Minneapolis,MN,55405,US,+16123542470,"{ ""Mon"": [[""6:00"", ""18:30""]], ""Tue"": [[""6:00"", ""18:30""]], ""Wed"": [[""6:00"", ""18:30""]], ""Thu"": [[""6:00"", ""18:30""]], ""Fri"": [[""6:00"", ""18:30""]], ""Sat"": [], ""Sun"": [] }",,,,2021-01-06,POLYGON
227-222@5s8-cks-28v,,U.S. Bank,SG_BRAND_115e6cd3ceacb40f8be99ae3d3f62649,U.S. Bank,Depository Credit Intermediation,Commercial Banking,522110,44.973409,-93.227856,718 Washington Ave SE,Minneapolis,MN,55414,US,,,,,,2021-01-11,POLYGON
22c-222@5s8-cj4-p5f,,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.919958,-93.252685,4552 Bloomington Ave,Minneapolis,MN,55407,US,+16128233030,,"Counter Service,Pizza,Sandwich Shop,Lunch,Dinner",,,2019-07-01,POLYGON
228-222@5s8-cj5-9xq,zzw-223@5s8-cj5-jvz,DHL,SG_BRAND_53c6f3cca240d98b5e648d93115a2426,DHL,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,44.95166,-93.23735,2740 Minnehaha Ave Ste 130,Minneapolis,MN,55406,US,+16127244487,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2020-12-16,POLYGON
zzw-222@5pb-kst-y35,222-222@5pb-kst-y35,CB2,SG_BRAND_96d495d6079a5d50e1b6bc3fc9255f09,CB2,Furniture Stores,Furniture Stores,442110,44.946893,-93.297948,3045 Hennepin Ave,Minneapolis,MN,55408,US,+16128219303,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-07-01,POLYGON
224-222@5s8-cd5-zxq,,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,44.964984,-93.278387,1816 Nicollet Ave,Minneapolis,MN,55403,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07-01,POLYGON
227-222@5s8-cd8-whq,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.953954,-93.297922,2650 Hennepin Ave,Minneapolis,MN,55408,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
223-222@5s8-ckr-z4v,zzw-224@5s8-ckr-z4v,European Wax Center (EWC),SG_BRAND_c26a5430c9ce31679edfa74c24d44669,European Wax Center (EWC),Personal Care Services,Beauty Salons,812112,44.97393,-93.224341,929 Washington Ave SE,Minneapolis,MN,55414,US,+16123313790,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
227-222@5s8-chx-y9z,,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,44.929915,-93.253282,4016 Bloomington Ave,Minneapolis,MN,55407,US,+16128510122,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,,,2021-05-18,POLYGON
zzy-223@5s8-cd6-jvz,,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.977095,-93.267704,200 6th St. South Pillsbury Center,Minneapolis,MN,55402,US,+16123328338,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Deli,Catering,Dinner",,,2019-07-01,POLYGON
zzw-224@5s8-cj5-m49,zzy-222@5s8-cj5-m6k,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,44.948574,-93.239577,2224 E Lake St,Minneapolis,MN,55407,US,+16127222088,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,2021-01-09,,2020-06-03,POLYGON
zzw-222@5s8-cdf-q9f,,Amstar,SG_BRAND_16b3a03bbfbfcfed,Amstar,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.999708,-93.302021,1606 W Broadway Ave,Minneapolis,MN,55411,US,,,,,,2020-10-10,POLYGON
zzw-22b@5pb-kt7-jvz,,Snap Fitness,SG_BRAND_7b6fd04f8e20421fe7f99023471c7f8d,Snap Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.904619,-93.277661,5409 Nicollet Ave Ste B,Minneapolis,MN,55419,US,+16128244454,,,2020-09-14,,2019-07-01,POLYGON
22m-222@5s8-ccq-zfz,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,45.011283,-93.316084,2804 W Broadway Ave,Minneapolis,MN,55411,US,,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,2021-03-18,POLYGON
223-222@5s8-ckr-mhq,,Augsburg University Bookstore,SG_BRAND_d1e609cfd201e1de,Barnes and Noble College,Book Stores and News Dealers,Book Stores,451211,44.967431,-93.241377,610 22nd Ave S,Minneapolis,MN,55454,US,+16123596491,,,,,2021-05-24,POLYGON
zzw-222@5s8-ckr-z4v,zzw-224@5s8-ckr-z4v,Burger King,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,Burger King,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.973774,-93.224791,925 Washington Ave SE,Minneapolis,MN,55414,US,+16123797708,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""7:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""7:00"", ""24:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
22k-222@5pb-ksm-rrk,,The UPS Store,SG_BRAND_d100d4d8528c773aac249aa76b9eed07,The UPS Store,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,44.912304,-93.319419,3109 W 50th St,Minneapolis,MN,55410,US,+16129250555,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-cd4-vs5,,Public Storage,SG_BRAND_1a2e7806afb9c1c7d60fd00219204dde,Public Storage,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,44.985646,-93.274785,425 Washington Ave N,Minneapolis,MN,55401,US,+16123613897,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""9:30"", ""17:00""]], ""Sun"": [[""9:30"", ""17:00""]] }",,,,2019-07-01,POLYGON
